user_id,session_id,cart_id,product_id,product_name,quantity,price_per_unit,total_item_price,cart_total,cart_item_count,user_email,cart_last_updated,is_cart_abandoned,last_notification_sent,notification_type,product_stock_status,product_discount,estimated_delivery_date,user_last_action,wishlist_flag,location
92,sess_849299,cart_9276,7107,Tablet,5,139.33,696.65,5573.2,8,user352@example.com,07-11-2024 18:43,1,15-03-2024 05:41,Price Drop,Out of Stock,34.6,20-12-2024,Added to Cart,0,"New York, USA"
46,sess_858347,cart_4021,9586,Smartwatch,4,112.26,449.04,2245.2,5,user164@example.com,20-06-2024 20:30,0,29-05-2024 21:20,Cart Reminder,Low Stock,24.2,16-12-2024,Added to Cart,1,"Berlin, Germany"
67,sess_877940,cart_5393,4620,Tablet,3,105.8,317.4,634.8,2,user500@example.com,09-08-2024 15:55,0,10-05-2024 11:00,Stock Alert,Low Stock,0,19-12-2024,Wishlist,1,"New York, USA"
302,sess_874325,cart_7047,3109,Laptop,2,339.73,679.46,1358.92,2,user182@example.com,24-10-2024 12:42,1,01-07-2024 11:23,Stock Alert,Out of Stock,0,18-12-2024,Viewed Product,0,"London, UK"
390,sess_968266,cart_1626,3402,Wireless Earbuds,4,250.86,1003.44,4013.76,4,user372@example.com,28-09-2024 14:41,0,07-09-2024 16:28,Stock Alert,Low Stock,28.5,16-12-2024,Viewed Product,0,"Berlin, Germany"
59,sess_649567,cart_1647,3108,Wireless Earbuds,4,381.68,1526.72,1526.72,1,user223@example.com,31-07-2024 19:09,1,01-05-2024 09:14,Stock Alert,In Stock,20.9,22-12-2024,Added to Cart,1,"Mumbai, India"
311,sess_151902,cart_2633,9025,Smartphone,3,407.16,1221.48,8550.36,7,user98@example.com,11-03-2024 13:38,0,13-06-2024 20:09,Cart Reminder,Out of Stock,28.3,18-12-2024,Added to Cart,1,"Mumbai, India"
108,sess_517638,cart_6306,1755,Smartwatch,3,213.89,641.67,6416.7,10,user119@example.com,24-07-2024 14:40,1,11-07-2024 04:34,Price Drop,In Stock,8.8,18-12-2024,Wishlist,1,"Berlin, Germany"
23,sess_228140,cart_3896,4696,Smartphone,5,263.2,1316,2632,2,user353@example.com,14-02-2024 21:11,1,19-04-2024 21:42,Stock Alert,Out of Stock,0,16-12-2024,Viewed Product,1,"Sydney, Australia"
386,sess_852343,cart_2058,1968,Smartphone,3,354.17,1062.51,1062.51,1,user78@example.com,24-02-2024 04:16,0,22-06-2024 00:43,Wishlist Reminder,In Stock,0,17-12-2024,Viewed Product,1,"Mumbai, India"
333,sess_947813,cart_2838,6702,Tablet,1,495.93,495.93,3967.44,8,user312@example.com,04-04-2024 03:19,1,12-05-2024 14:21,Wishlist Reminder,Low Stock,0,17-12-2024,Added to Cart,1,"New York, USA"
136,sess_766424,cart_3006,1352,Smartwatch,4,304.9,1219.6,9756.8,8,user78@example.com,24-02-2024 19:55,1,02-01-2024 19:47,Cart Reminder,Out of Stock,29.8,15-12-2024,Added to Cart,0,"New York, USA"
413,sess_853944,cart_3285,7058,Laptop,1,159.95,159.95,1599.5,10,user453@example.com,25-08-2024 12:13,1,15-11-2024 11:17,Price Drop,In Stock,20.4,22-12-2024,Viewed Product,0,"Sydney, Australia"
97,sess_418588,cart_7760,9035,Laptop,4,274.2,1096.8,2193.6,2,user367@example.com,14-11-2024 12:51,0,12-04-2024 17:40,Wishlist Reminder,Low Stock,0,19-12-2024,Added to Cart,0,"London, UK"
66,sess_403713,cart_9117,6632,Laptop,2,36.64,73.28,73.28,1,user345@example.com,25-07-2024 21:24,1,31-07-2024 21:15,Wishlist Reminder,Out of Stock,0,22-12-2024,Wishlist,0,"Sydney, Australia"
159,sess_307866,cart_5130,3201,Wireless Earbuds,3,72.24,216.72,1517.04,7,user274@example.com,03-08-2024 03:54,0,26-09-2024 22:01,Wishlist Reminder,Low Stock,0,22-12-2024,Added to Cart,1,"Mumbai, India"
270,sess_962547,cart_8406,1793,Smartwatch,5,476.99,2384.95,21464.55,9,user216@example.com,26-03-2024 21:55,0,08-06-2024 20:06,Wishlist Reminder,Out of Stock,19.6,19-12-2024,Added to Cart,0,"Berlin, Germany"
18,sess_779158,cart_1585,5068,Smartphone,5,100.45,502.25,5022.5,10,user489@example.com,17-07-2024 01:23,0,09-10-2024 04:11,Wishlist Reminder,Low Stock,0,21-12-2024,Added to Cart,0,"New York, USA"
112,sess_727798,cart_9657,3245,Wireless Earbuds,3,357.3,1071.9,4287.6,4,user266@example.com,10-01-2024 19:01,1,31-07-2024 02:09,Cart Reminder,Out of Stock,46.5,19-12-2024,Viewed Product,1,"London, UK"
270,sess_331996,cart_5125,5784,Laptop,3,402.03,1206.09,12060.9,10,user119@example.com,09-07-2024 13:25,1,24-08-2024 20:16,Cart Reminder,In Stock,42.5,18-12-2024,Added to Cart,0,"Mumbai, India"
267,sess_523758,cart_7886,7653,Laptop,2,204.14,408.28,408.28,1,user145@example.com,18-08-2024 23:15,0,23-01-2024 22:25,Wishlist Reminder,Out of Stock,0,18-12-2024,Added to Cart,1,"Sydney, Australia"
248,sess_342213,cart_6636,4986,Smartwatch,1,462.12,462.12,4621.2,10,user128@example.com,21-11-2024 06:45,1,17-09-2024 14:02,Stock Alert,Out of Stock,20,15-12-2024,Wishlist,0,"Sydney, Australia"
303,sess_320331,cart_1332,9356,Laptop,4,394.37,1577.48,7887.4,5,user204@example.com,20-03-2024 03:41,0,08-04-2024 12:17,Stock Alert,Out of Stock,45.2,18-12-2024,Added to Cart,1,"New York, USA"
425,sess_734676,cart_9595,6038,Smartwatch,3,100.96,302.88,3028.8,10,user348@example.com,07-01-2024 13:49,0,29-08-2024 14:58,Wishlist Reminder,Low Stock,0,16-12-2024,Viewed Product,1,"Mumbai, India"
320,sess_554533,cart_8845,1578,Laptop,1,13.03,13.03,39.09,3,user333@example.com,30-03-2024 15:34,0,22-09-2024 02:02,Cart Reminder,Out of Stock,0,14-12-2024,Added to Cart,0,"London, UK"
126,sess_460689,cart_1535,2384,Smartwatch,5,139.8,699,5592,8,user63@example.com,15-06-2024 23:31,1,22-03-2024 03:49,Price Drop,Low Stock,0,15-12-2024,Wishlist,1,"Mumbai, India"
332,sess_130588,cart_3413,7635,Smartphone,2,102.31,204.62,1841.58,9,user140@example.com,14-02-2024 19:31,1,19-02-2024 00:51,Wishlist Reminder,Out of Stock,0,18-12-2024,Viewed Product,0,"Mumbai, India"
189,sess_313139,cart_7940,6249,Smartphone,3,145.54,436.62,4366.2,10,user322@example.com,16-05-2024 21:30,0,04-06-2024 07:02,Cart Reminder,Out of Stock,0,19-12-2024,Viewed Product,1,"Mumbai, India"
15,sess_418918,cart_2813,2082,Wireless Earbuds,2,367.35,734.7,5877.6,8,user242@example.com,20-03-2024 08:37,1,19-09-2024 12:02,Cart Reminder,Low Stock,21.5,22-12-2024,Added to Cart,0,"Mumbai, India"
374,sess_845622,cart_8092,8753,Smartphone,4,319.33,1277.32,12773.2,10,user230@example.com,20-03-2024 15:14,0,22-11-2024 09:43,Wishlist Reminder,In Stock,45.6,18-12-2024,Added to Cart,0,"New York, USA"
261,sess_726081,cart_3665,4993,Smartwatch,2,415.84,831.68,4990.08,6,user365@example.com,03-03-2024 08:32,1,11-05-2024 19:55,Stock Alert,Low Stock,16.5,17-12-2024,Added to Cart,0,"London, UK"
95,sess_570393,cart_1056,2239,Wireless Earbuds,1,28,28,140,5,user170@example.com,23-03-2024 12:04,0,08-04-2024 14:59,Price Drop,Out of Stock,46.2,16-12-2024,Wishlist,0,"London, UK"
295,sess_426994,cart_5589,6374,Smartphone,2,93.92,187.84,187.84,1,user317@example.com,10-10-2024 22:17,1,25-02-2024 12:36,Wishlist Reminder,Low Stock,0,14-12-2024,Viewed Product,1,"Sydney, Australia"
189,sess_666106,cart_2146,3349,Smartphone,3,362.42,1087.26,10872.6,10,user342@example.com,22-08-2024 09:08,1,17-02-2024 04:49,Wishlist Reminder,Out of Stock,40.4,22-12-2024,Wishlist,0,"London, UK"
178,sess_138303,cart_7396,8418,Tablet,1,106.11,106.11,1061.1,10,user406@example.com,06-11-2024 07:30,1,22-04-2024 12:10,Cart Reminder,Out of Stock,0,16-12-2024,Viewed Product,1,"New York, USA"
40,sess_690349,cart_6907,7386,Smartphone,4,234.51,938.04,5628.24,6,user210@example.com,16-08-2024 00:44,0,26-09-2024 16:10,Wishlist Reminder,Out of Stock,0,19-12-2024,Viewed Product,0,"London, UK"
398,sess_267733,cart_2744,5659,Tablet,4,100.1,400.4,800.8,2,user469@example.com,28-10-2024 04:17,0,17-02-2024 07:44,Cart Reminder,Low Stock,0,19-12-2024,Wishlist,1,"Sydney, Australia"
389,sess_421525,cart_9282,4844,Wireless Earbuds,3,202.67,608.01,3648.06,6,user370@example.com,02-03-2024 05:12,1,11-11-2024 09:04,Cart Reminder,In Stock,0,20-12-2024,Added to Cart,1,"London, UK"
288,sess_966804,cart_1452,5472,Smartphone,2,260.58,521.16,4169.28,8,user49@example.com,20-11-2024 15:51,0,25-07-2024 13:08,Price Drop,Out of Stock,0,18-12-2024,Added to Cart,0,"Mumbai, India"
254,sess_123008,cart_6785,2324,Smartwatch,5,399.91,1999.55,5998.65,3,user171@example.com,20-05-2024 04:11,0,22-05-2024 18:53,Cart Reminder,Out of Stock,16,21-12-2024,Viewed Product,1,"New York, USA"
330,sess_946149,cart_5857,5559,Tablet,1,429.98,429.98,429.98,1,user500@example.com,24-09-2024 21:14,1,25-06-2024 00:08,Price Drop,Low Stock,24.7,21-12-2024,Viewed Product,1,"Mumbai, India"
323,sess_623161,cart_1872,7591,Wireless Earbuds,5,471.45,2357.25,23572.5,10,user80@example.com,01-04-2024 19:10,0,10-07-2024 07:05,Wishlist Reminder,In Stock,0,19-12-2024,Added to Cart,0,"Berlin, Germany"
219,sess_651947,cart_3330,6297,Wireless Earbuds,5,313.35,1566.75,6267,4,user164@example.com,08-04-2024 01:00,0,30-11-2024 13:05,Price Drop,Low Stock,22.8,18-12-2024,Viewed Product,1,"Mumbai, India"
303,sess_450364,cart_6501,8569,Smartwatch,5,70.6,353,2118,6,user184@example.com,06-04-2024 08:15,1,01-01-2024 18:49,Stock Alert,Low Stock,32.9,20-12-2024,Added to Cart,0,"London, UK"
372,sess_987975,cart_1821,9795,Smartphone,4,202.3,809.2,8092,10,user192@example.com,27-01-2024 06:43,0,09-02-2024 01:08,Cart Reminder,Out of Stock,16.2,15-12-2024,Added to Cart,0,"Berlin, Germany"
61,sess_885434,cart_8462,3465,Smartwatch,4,23.47,93.88,938.8,10,user252@example.com,06-03-2024 16:31,0,28-04-2024 22:02,Wishlist Reminder,In Stock,0,22-12-2024,Viewed Product,0,"Sydney, Australia"
353,sess_904158,cart_8926,7550,Tablet,3,435.53,1306.59,9146.13,7,user297@example.com,10-07-2024 03:20,0,27-03-2024 21:06,Price Drop,In Stock,0,21-12-2024,Wishlist,1,"Berlin, Germany"
137,sess_442409,cart_5766,4288,Tablet,3,498.31,1494.93,14949.3,10,user152@example.com,13-11-2024 05:54,0,08-05-2024 09:13,Price Drop,Low Stock,0,14-12-2024,Wishlist,1,"London, UK"
22,sess_223112,cart_7997,3194,Laptop,5,177.86,889.3,7114.4,8,user394@example.com,23-11-2024 22:13,1,16-05-2024 18:46,Wishlist Reminder,Low Stock,0,21-12-2024,Viewed Product,0,"Sydney, Australia"
173,sess_804246,cart_1737,6772,Smartphone,1,419.23,419.23,2515.38,6,user114@example.com,23-08-2024 17:56,0,09-02-2024 05:55,Stock Alert,Out of Stock,13.9,22-12-2024,Added to Cart,0,"London, UK"
52,sess_619690,cart_5677,9284,Wireless Earbuds,3,148.65,445.95,445.95,1,user435@example.com,03-10-2024 04:53,1,16-05-2024 07:26,Wishlist Reminder,Low Stock,0,16-12-2024,Added to Cart,1,"Mumbai, India"
175,sess_760161,cart_1698,3746,Laptop,5,403.09,2015.45,20154.5,10,user474@example.com,23-03-2024 03:00,1,27-05-2024 01:26,Stock Alert,Low Stock,0,19-12-2024,Wishlist,1,"Sydney, Australia"
441,sess_501319,cart_1329,2185,Smartwatch,2,216.06,432.12,3889.08,9,user198@example.com,31-03-2024 08:05,0,02-01-2024 09:08,Price Drop,Low Stock,0,14-12-2024,Wishlist,0,"Mumbai, India"
216,sess_201887,cart_1493,2979,Laptop,2,52.22,104.44,104.44,1,user92@example.com,16-09-2024 13:28,0,08-02-2024 21:40,Stock Alert,Out of Stock,1.3,21-12-2024,Viewed Product,1,"Mumbai, India"
297,sess_642828,cart_5269,6080,Smartphone,3,108.47,325.41,976.23,3,user158@example.com,11-02-2024 19:59,1,31-07-2024 16:20,Price Drop,In Stock,2.5,16-12-2024,Viewed Product,0,"New York, USA"
390,sess_995166,cart_6456,1040,Laptop,5,118.35,591.75,5917.5,10,user153@example.com,27-09-2024 04:09,1,28-04-2024 12:54,Price Drop,In Stock,20.2,22-12-2024,Added to Cart,1,"Sydney, Australia"
392,sess_307344,cart_6671,8397,Wireless Earbuds,4,171.82,687.28,2061.84,3,user136@example.com,27-02-2024 06:40,0,27-06-2024 12:03,Stock Alert,Out of Stock,0,17-12-2024,Wishlist,1,"London, UK"
199,sess_522874,cart_6516,2712,Laptop,3,489.69,1469.07,7345.35,5,user40@example.com,27-07-2024 14:45,1,18-09-2024 01:43,Stock Alert,Out of Stock,0,18-12-2024,Added to Cart,0,"Berlin, Germany"
221,sess_953377,cart_2155,2429,Smartwatch,4,296.82,1187.28,3561.84,3,user301@example.com,25-05-2024 08:51,1,28-01-2024 05:44,Wishlist Reminder,Low Stock,31.6,19-12-2024,Added to Cart,1,"New York, USA"
451,sess_453947,cart_8783,1388,Wireless Earbuds,4,287.46,1149.84,2299.68,2,user156@example.com,05-07-2024 02:16,0,06-04-2024 01:28,Cart Reminder,Low Stock,0,14-12-2024,Wishlist,1,"Sydney, Australia"
38,sess_533868,cart_7533,4555,Tablet,4,453.77,1815.08,12705.56,7,user149@example.com,11-08-2024 18:58,0,08-10-2024 12:32,Stock Alert,In Stock,34.4,14-12-2024,Viewed Product,1,"London, UK"
295,sess_492660,cart_4863,9989,Smartphone,5,259.81,1299.05,1299.05,1,user255@example.com,25-08-2024 17:05,1,03-02-2024 20:58,Cart Reminder,Low Stock,0,21-12-2024,Viewed Product,1,"Berlin, Germany"
316,sess_854408,cart_1480,7492,Laptop,2,375.43,750.86,1501.72,2,user394@example.com,03-03-2024 21:39,0,18-09-2024 17:06,Price Drop,In Stock,15.1,19-12-2024,Wishlist,1,"Sydney, Australia"
75,sess_301239,cart_8456,5659,Wireless Earbuds,2,137.11,274.22,2467.98,9,user212@example.com,22-11-2024 19:53,0,30-04-2024 19:54,Stock Alert,Out of Stock,0,17-12-2024,Wishlist,0,"Sydney, Australia"
200,sess_641948,cart_6387,7009,Laptop,4,150.88,603.52,3017.6,5,user226@example.com,08-09-2024 19:35,0,04-02-2024 12:25,Cart Reminder,Out of Stock,0,18-12-2024,Added to Cart,0,"London, UK"
395,sess_153383,cart_4504,1464,Tablet,4,375.68,1502.72,7513.6,5,user318@example.com,06-06-2024 19:15,1,28-10-2024 03:58,Cart Reminder,In Stock,17.2,18-12-2024,Viewed Product,0,"Sydney, Australia"
479,sess_333064,cart_8796,7451,Tablet,4,342.29,1369.16,4107.48,3,user448@example.com,13-08-2024 06:16,1,18-02-2024 02:27,Stock Alert,Out of Stock,0,22-12-2024,Added to Cart,0,"Mumbai, India"
384,sess_266654,cart_4049,4350,Wireless Earbuds,5,442.63,2213.15,22131.5,10,user440@example.com,24-05-2024 12:10,1,27-03-2024 08:44,Stock Alert,In Stock,0,20-12-2024,Wishlist,0,"Sydney, Australia"
369,sess_829008,cart_3426,8394,Tablet,1,68.89,68.89,413.34,6,user329@example.com,15-08-2024 23:32,0,30-06-2024 16:16,Stock Alert,Out of Stock,48.8,15-12-2024,Wishlist,0,"New York, USA"
375,sess_706939,cart_6863,3477,Wireless Earbuds,3,143.73,431.19,2587.14,6,user174@example.com,06-01-2024 06:42,0,08-06-2024 04:31,Stock Alert,Low Stock,0,19-12-2024,Added to Cart,1,"London, UK"
180,sess_546879,cart_2069,4457,Tablet,5,92.69,463.45,2317.25,5,user73@example.com,02-02-2024 05:36,1,12-01-2024 13:42,Cart Reminder,Low Stock,0,19-12-2024,Wishlist,0,"New York, USA"
22,sess_974538,cart_3156,8839,Smartphone,3,359.52,1078.56,10785.6,10,user72@example.com,02-05-2024 04:44,1,12-08-2024 13:23,Wishlist Reminder,In Stock,0,19-12-2024,Wishlist,0,"New York, USA"
60,sess_510108,cart_7488,5256,Laptop,1,35.58,35.58,106.74,3,user449@example.com,21-11-2024 17:15,0,26-08-2024 11:17,Stock Alert,In Stock,0,19-12-2024,Wishlist,0,"New York, USA"
366,sess_686965,cart_1989,3237,Smartwatch,4,204.66,818.64,1637.28,2,user228@example.com,06-11-2024 16:39,0,03-01-2024 19:21,Stock Alert,Low Stock,44.7,22-12-2024,Viewed Product,1,"New York, USA"
166,sess_761859,cart_8989,7922,Laptop,3,63.63,190.89,381.78,2,user132@example.com,04-08-2024 07:12,0,18-10-2024 22:56,Price Drop,Low Stock,29.5,22-12-2024,Viewed Product,1,"Mumbai, India"
306,sess_778191,cart_8717,3349,Smartwatch,3,169.32,507.96,507.96,1,user339@example.com,23-08-2024 03:11,0,07-01-2024 12:45,Price Drop,Out of Stock,7.6,20-12-2024,Wishlist,1,"Sydney, Australia"
144,sess_450839,cart_6514,2671,Smartwatch,1,414.6,414.6,829.2,2,user390@example.com,10-01-2024 15:28,0,11-11-2024 07:31,Cart Reminder,Out of Stock,25.9,22-12-2024,Wishlist,1,"Sydney, Australia"
297,sess_290479,cart_8186,7973,Smartwatch,2,103.97,207.94,623.82,3,user223@example.com,25-11-2024 10:08,0,26-06-2024 05:49,Wishlist Reminder,Out of Stock,23.9,14-12-2024,Viewed Product,1,"Mumbai, India"
324,sess_747540,cart_6063,6961,Smartwatch,5,399.61,1998.05,17982.45,9,user169@example.com,07-03-2024 12:23,1,22-09-2024 02:14,Price Drop,Low Stock,8.3,22-12-2024,Added to Cart,1,"Mumbai, India"
412,sess_173907,cart_6017,6636,Smartphone,4,202.61,810.44,2431.32,3,user76@example.com,18-10-2024 23:31,0,28-09-2024 23:24,Stock Alert,Low Stock,0,17-12-2024,Added to Cart,0,"Sydney, Australia"
21,sess_986701,cart_8600,6420,Wireless Earbuds,2,478.9,957.8,957.8,1,user192@example.com,25-07-2024 01:05,0,05-01-2024 01:20,Price Drop,In Stock,26.5,20-12-2024,Wishlist,0,"New York, USA"
31,sess_713191,cart_9765,1883,Laptop,3,100.46,301.38,301.38,1,user95@example.com,17-11-2024 19:21,1,28-03-2024 23:21,Cart Reminder,Low Stock,0,14-12-2024,Viewed Product,1,"Berlin, Germany"
192,sess_895502,cart_5876,9071,Tablet,5,457.52,2287.6,13725.6,6,user294@example.com,31-07-2024 07:23,1,24-04-2024 16:00,Stock Alert,In Stock,0,22-12-2024,Viewed Product,1,"London, UK"
237,sess_643499,cart_9466,9195,Tablet,3,193.04,579.12,2895.6,5,user272@example.com,04-04-2024 08:12,1,14-04-2024 17:59,Stock Alert,Out of Stock,0,14-12-2024,Added to Cart,0,"London, UK"
113,sess_177290,cart_7242,2363,Tablet,3,134.37,403.11,1209.33,3,user226@example.com,29-11-2024 22:11,0,07-01-2024 14:05,Price Drop,Out of Stock,0,20-12-2024,Added to Cart,0,"Berlin, Germany"
15,sess_830002,cart_4059,1018,Smartphone,3,491.34,1474.02,14740.2,10,user325@example.com,06-01-2024 22:57,1,21-03-2024 23:04,Wishlist Reminder,Low Stock,0,21-12-2024,Added to Cart,0,"London, UK"
140,sess_233577,cart_3028,1221,Smartwatch,5,483.56,2417.8,14506.8,6,user439@example.com,23-07-2024 01:35,1,16-05-2024 06:29,Price Drop,In Stock,37.4,17-12-2024,Added to Cart,1,"Sydney, Australia"
55,sess_156686,cart_4339,8798,Laptop,4,256.22,1024.88,10248.8,10,user209@example.com,04-06-2024 08:32,1,21-09-2024 03:40,Wishlist Reminder,In Stock,0,15-12-2024,Viewed Product,1,"Mumbai, India"
105,sess_735815,cart_5946,6673,Smartwatch,5,321.44,1607.2,1607.2,1,user485@example.com,28-03-2024 17:48,1,13-11-2024 18:38,Stock Alert,In Stock,46.2,19-12-2024,Viewed Product,1,"Sydney, Australia"
68,sess_878374,cart_4185,4676,Smartphone,5,135.97,679.85,6118.65,9,user101@example.com,22-01-2024 17:53,1,20-08-2024 15:44,Wishlist Reminder,Out of Stock,34.5,16-12-2024,Viewed Product,1,"Berlin, Germany"
256,sess_614482,cart_4514,1153,Tablet,2,379.82,759.64,6077.12,8,user7@example.com,16-05-2024 05:56,1,22-05-2024 12:57,Wishlist Reminder,Low Stock,0,20-12-2024,Wishlist,0,"Sydney, Australia"
463,sess_483178,cart_8356,4132,Smartphone,5,85.33,426.65,2986.55,7,user442@example.com,04-04-2024 11:52,1,01-09-2024 03:58,Cart Reminder,In Stock,41.7,19-12-2024,Added to Cart,0,"London, UK"
447,sess_430701,cart_5643,9334,Tablet,5,130.12,650.6,3903.6,6,user224@example.com,19-02-2024 07:24,0,30-06-2024 11:19,Price Drop,Out of Stock,13.4,21-12-2024,Wishlist,1,"Mumbai, India"
323,sess_295001,cart_5102,9442,Laptop,2,365.39,730.78,2192.34,3,user337@example.com,24-01-2024 03:05,1,30-07-2024 03:18,Stock Alert,Low Stock,0,17-12-2024,Wishlist,1,"Berlin, Germany"
351,sess_736160,cart_2818,6768,Smartwatch,1,208.28,208.28,1249.68,6,user316@example.com,13-10-2024 04:03,0,01-08-2024 14:11,Stock Alert,Low Stock,2.3,18-12-2024,Added to Cart,1,"London, UK"
122,sess_268995,cart_5610,3070,Tablet,4,93.44,373.76,2242.56,6,user358@example.com,11-06-2024 23:56,0,12-11-2024 01:51,Stock Alert,Low Stock,1.6,19-12-2024,Added to Cart,0,"Berlin, Germany"
402,sess_559008,cart_4223,9282,Smartphone,2,64.64,129.28,646.4,5,user180@example.com,25-03-2024 23:30,0,09-02-2024 17:21,Wishlist Reminder,Low Stock,0,21-12-2024,Viewed Product,0,"Mumbai, India"
328,sess_581944,cart_2469,3909,Wireless Earbuds,5,436.71,2183.55,21835.5,10,user363@example.com,18-05-2024 21:30,1,10-05-2024 09:49,Cart Reminder,Low Stock,1.7,14-12-2024,Viewed Product,1,"New York, USA"
9,sess_609480,cart_5271,8391,Wireless Earbuds,4,173.33,693.32,4159.92,6,user169@example.com,12-04-2024 22:54,1,26-11-2024 16:15,Cart Reminder,Low Stock,38.2,20-12-2024,Wishlist,0,"Mumbai, India"
64,sess_861990,cart_7551,8410,Tablet,4,310.54,1242.16,7452.96,6,user71@example.com,04-01-2024 00:08,0,23-01-2024 17:29,Cart Reminder,In Stock,0,21-12-2024,Viewed Product,0,"Sydney, Australia"
391,sess_622575,cart_8490,5149,Wireless Earbuds,5,91.89,459.45,1378.35,3,user394@example.com,21-11-2024 10:50,1,07-01-2024 03:12,Price Drop,In Stock,47.8,19-12-2024,Viewed Product,0,"Mumbai, India"
323,sess_581572,cart_2614,8305,Tablet,4,398.67,1594.68,6378.72,4,user5@example.com,21-04-2024 05:38,0,26-10-2024 23:49,Stock Alert,Out of Stock,1,14-12-2024,Viewed Product,0,"London, UK"
405,sess_291085,cart_9981,8597,Smartphone,1,346.1,346.1,2422.7,7,user319@example.com,02-05-2024 21:40,0,15-02-2024 19:46,Cart Reminder,Out of Stock,0,14-12-2024,Wishlist,0,"Sydney, Australia"
346,sess_150158,cart_7516,8983,Smartwatch,5,126.81,634.05,4438.35,7,user414@example.com,09-07-2024 05:02,0,25-09-2024 14:10,Price Drop,Low Stock,37.7,22-12-2024,Added to Cart,0,"Mumbai, India"
145,sess_245030,cart_8865,7727,Smartwatch,4,306.98,1227.92,4911.68,4,user380@example.com,19-08-2024 20:27,0,08-04-2024 11:09,Wishlist Reminder,Out of Stock,0,17-12-2024,Added to Cart,1,"Mumbai, India"
377,sess_475298,cart_4197,5927,Laptop,3,202.06,606.18,2424.72,4,user336@example.com,13-09-2024 15:37,0,22-09-2024 16:28,Stock Alert,Out of Stock,0,18-12-2024,Added to Cart,1,"London, UK"
100,sess_779890,cart_9371,3096,Wireless Earbuds,3,396.52,1189.56,4758.24,4,user351@example.com,19-01-2024 15:10,1,29-08-2024 22:51,Stock Alert,Low Stock,26.8,16-12-2024,Added to Cart,0,"Berlin, Germany"
342,sess_870719,cart_7501,1050,Tablet,5,126.49,632.45,632.45,1,user323@example.com,11-01-2024 03:41,1,16-04-2024 08:03,Stock Alert,Low Stock,23.4,15-12-2024,Added to Cart,1,"Sydney, Australia"
37,sess_298718,cart_5077,7498,Laptop,5,485.74,2428.7,21858.3,9,user87@example.com,29-01-2024 19:32,1,10-01-2024 11:38,Stock Alert,Low Stock,28,16-12-2024,Added to Cart,1,"Sydney, Australia"
219,sess_591844,cart_9316,5007,Smartwatch,4,31.92,127.68,638.4,5,user480@example.com,22-10-2024 16:27,1,02-11-2024 08:55,Wishlist Reminder,In Stock,0,16-12-2024,Wishlist,0,"Sydney, Australia"
174,sess_432867,cart_8392,5784,Tablet,5,370.71,1853.55,11121.3,6,user383@example.com,24-09-2024 02:08,0,03-03-2024 20:58,Price Drop,Out of Stock,39.2,22-12-2024,Wishlist,1,"London, UK"
86,sess_545362,cart_7326,3515,Smartwatch,4,14.13,56.52,452.16,8,user53@example.com,13-06-2024 14:40,1,29-08-2024 22:06,Price Drop,Out of Stock,30.6,18-12-2024,Wishlist,0,"New York, USA"
307,sess_425477,cart_9496,9217,Wireless Earbuds,3,226.61,679.83,679.83,1,user200@example.com,25-03-2024 11:41,0,07-01-2024 12:45,Price Drop,In Stock,0,16-12-2024,Added to Cart,1,"New York, USA"
284,sess_517833,cart_1281,2432,Wireless Earbuds,3,432.4,1297.2,3891.6,3,user11@example.com,23-03-2024 12:26,1,28-08-2024 13:00,Stock Alert,Out of Stock,0,16-12-2024,Wishlist,1,"London, UK"
463,sess_333938,cart_3775,1571,Laptop,4,347.31,1389.24,12503.16,9,user208@example.com,27-08-2024 17:57,0,02-05-2024 00:34,Wishlist Reminder,In Stock,0,21-12-2024,Viewed Product,0,"Sydney, Australia"
230,sess_472016,cart_9477,9939,Tablet,4,258.79,1035.16,3105.48,3,user482@example.com,03-04-2024 10:49,0,14-05-2024 16:16,Stock Alert,In Stock,29.2,15-12-2024,Wishlist,0,"New York, USA"
338,sess_196218,cart_9580,6606,Smartwatch,2,54.58,109.16,327.48,3,user297@example.com,17-10-2024 05:42,1,03-05-2024 23:31,Cart Reminder,Low Stock,37.5,22-12-2024,Added to Cart,0,"Sydney, Australia"
33,sess_417633,cart_8585,8646,Smartwatch,4,163.2,652.8,2611.2,4,user281@example.com,05-04-2024 18:59,1,09-05-2024 05:34,Cart Reminder,In Stock,33.3,22-12-2024,Wishlist,1,"New York, USA"
34,sess_473694,cart_7502,7425,Smartwatch,4,293.8,1175.2,10576.8,9,user297@example.com,18-04-2024 18:29,0,25-09-2024 16:07,Cart Reminder,Low Stock,0,21-12-2024,Added to Cart,0,"Sydney, Australia"
369,sess_966830,cart_1464,2988,Tablet,3,220.05,660.15,2640.6,4,user207@example.com,13-02-2024 19:50,0,25-01-2024 23:30,Cart Reminder,In Stock,3.4,20-12-2024,Added to Cart,0,"Mumbai, India"
263,sess_285215,cart_1205,7937,Tablet,4,95.12,380.48,3804.8,10,user135@example.com,25-07-2024 22:33,1,04-02-2024 13:03,Price Drop,Out of Stock,49.7,14-12-2024,Added to Cart,0,"Sydney, Australia"
181,sess_931211,cart_4062,2788,Smartwatch,2,442.98,885.96,8859.6,10,user111@example.com,15-01-2024 13:17,1,12-01-2024 03:53,Wishlist Reminder,In Stock,42,21-12-2024,Wishlist,0,"Berlin, Germany"
